national_inv,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,ppap_risk,went_on_backorder
0.0,0.0,40.0,40.0,40.0,1.0,1.0,1.0,1.0,yes,yes
0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,no,yes
0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,yes,yes
5.0,0.0,200.0,200.0,300.0,39.0,103.0,157.0,186.0,no,yes
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no,no
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,no,no
-1.0,0.0,174.0,174.0,232.0,4.0,59.0,180.0,231.0,no,yes
1.0,0.0,2.0,4.0,6.0,1.0,1.0,4.0,4.0,no,yes
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,yes,no
0.0,0.0,200.0,300.0,500.0,0.0,0.0,0.0,0.0,no,yes
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
3.0,0.0,15.0,15.0,30.0,4.0,7.0,10.0,14.0,no,yes
78.0,0.0,300.0,500.0,700.0,160.0,304.0,573.0,865.0,no,yes
1.0,0.0,20.0,30.0,40.0,8.0,11.0,33.0,47.0,no,yes
0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,yes,no
-2.0,0.0,68.0,92.0,116.0,7.0,50.0,85.0,132.0,no,yes
72.0,0.0,0.0,0.0,0.0,1.0,10.0,19.0,25.0,no,no
82.0,0.0,27.0,69.0,87.0,7.0,32.0,68.0,107.0,no,no
26.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,yes,yes
1447.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,25.0,yes,no
12.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,no,no
1106.0,543.0,2095.0,3835.0,5745.0,826.0,2345.0,4251.0,6089.0,no,no
7.0,0.0,20.0,30.0,40.0,3.0,17.0,20.0,20.0,no,no
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,75.0,143.0,212.0,0.0,0.0,0.0,0.0,no,yes
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
2.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,19.0,no,yes
10.0,3.0,0.0,0.0,0.0,2.0,5.0,6.0,7.0,no,no
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no,no
13924.0,5181.0,25700.0,53200.0,78100.0,6992.0,22771.0,48659.0,77044.0,no,no
21.0,0.0,1000.0,1000.0,1200.0,3.0,5.0,6.0,19.0,yes,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,yes,no
2140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,no,no
29.0,16.0,176.0,336.0,480.0,100.0,306.0,553.0,638.0,no,yes
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
-3.0,0.0,300.0,300.0,300.0,2.0,2.0,22.0,35.0,no,yes
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,yes
1.0,0.0,3.0,3.0,3.0,0.0,3.0,4.0,11.0,no,yes
7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,no,no
45.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,9.0,no,no
0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,yes,yes
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
14.0,0.0,20.0,20.0,52.0,6.0,16.0,36.0,52.0,no,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes
454.0,0.0,1400.0,2800.0,2800.0,516.0,1623.0,2047.0,2422.0,no,yes
3.0,0.0,22.0,33.0,44.0,2.0,11.0,22.0,34.0,no,yes
16.0,0.0,0.0,0.0,0.0,3.0,6.0,20.0,30.0,no,no
450.0,0.0,0.0,0.0,0.0,54.0,134.0,220.0,421.0,no,no
8.0,4.0,272.0,412.0,556.0,43.0,146.0,297.0,461.0,no,yes
887.0,810.0,0.0,300.0,600.0,97.0,258.0,482.0,784.0,no,no
30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,no,no
4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,no,yes
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
9.0,0.0,19.0,19.0,30.0,6.0,16.0,32.0,71.0,no,yes
17.0,0.0,16.0,24.0,28.0,3.0,8.0,18.0,39.0,yes,no
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no,no
3.0,0.0,6.0,11.0,16.0,2.0,6.0,11.0,26.0,no,yes
23.0,0.0,20.0,40.0,60.0,10.0,19.0,51.0,87.0,no,no
5.0,0.0,9.0,9.0,18.0,5.0,12.0,21.0,24.0,no,yes
63.0,0.0,343.0,595.0,847.0,69.0,300.0,607.0,897.0,no,yes
3.0,0.0,5.0,8.0,11.0,3.0,7.0,18.0,21.0,no,yes
0.0,0.0,8.0,10.0,14.0,2.0,3.0,7.0,10.0,no,yes
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,no,no
-1.0,0.0,9.0,9.0,9.0,1.0,6.0,6.0,7.0,no,yes
0.0,0.0,21.0,34.0,42.0,0.0,1.0,2.0,2.0,no,yes
414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
6.0,15.0,362.0,586.0,747.0,35.0,191.0,402.0,632.0,yes,yes
1.0,0.0,10.0,10.0,10.0,1.0,1.0,3.0,6.0,no,yes
49.0,0.0,0.0,0.0,0.0,3.0,11.0,17.0,22.0,yes,no
9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
48.0,5.0,402.0,402.0,402.0,34.0,95.0,131.0,201.0,no,yes
2.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,no,yes
27.0,1.0,12.0,24.0,30.0,6.0,12.0,31.0,56.0,no,no
0.0,0.0,102.0,116.0,160.0,0.0,3.0,3.0,3.0,no,yes
0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,no,yes
105.0,15.0,855.0,1505.0,2155.0,235.0,711.0,1202.0,1724.0,no,yes
-1.0,0.0,15.0,15.0,29.0,0.0,7.0,29.0,34.0,no,yes
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
1.0,0.0,6.0,6.0,6.0,1.0,2.0,3.0,5.0,no,yes
7.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,8.0,no,yes
0.0,90.0,114.0,114.0,114.0,0.0,0.0,0.0,0.0,yes,yes
3.0,0.0,5.0,5.0,10.0,1.0,2.0,6.0,7.0,no,yes
32.0,0.0,25.0,50.0,75.0,5.0,24.0,48.0,69.0,no,yes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,7.0,11.0,13.0,3.0,5.0,7.0,10.0,no,yes
12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,no,no
1.0,0.0,9.0,9.0,13.0,1.0,4.0,12.0,16.0,no,yes
2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,no,no
0.0,0.0,0.0,0.0,0.0,26.0,44.0,45.0,45.0,no,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
250.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,75.0,no,no
12.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,no,no
144.0,0.0,180.0,396.0,630.0,0.0,1.0,1.0,1.0,no,yes
19.0,0.0,5.0,14.0,25.0,3.0,23.0,24.0,24.0,no,yes
0.0,0.0,15.0,30.0,40.0,1.0,8.0,22.0,38.0,no,yes
12.0,0.0,0.0,5.0,10.0,1.0,5.0,12.0,18.0,no,no
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no,no
0.0,0.0,22.0,32.0,42.0,0.0,0.0,0.0,0.0,no,no
64.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,11.0,no,no
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
28.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,no,no
61.0,0.0,268.0,332.0,469.0,136.0,238.0,394.0,507.0,no,yes
69.0,0.0,24.0,48.0,72.0,31.0,72.0,126.0,172.0,no,no
11.0,0.0,7.0,14.0,21.0,1.0,13.0,22.0,37.0,no,yes
30.0,25.0,10.0,45.0,75.0,4.0,18.0,44.0,74.0,no,no
33.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,18.0,no,no
33.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,13.0,no,no
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no,no
3.0,5.0,44.0,93.0,149.0,24.0,51.0,89.0,134.0,no,yes
2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,no,yes
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
1.0,0.0,24.0,28.0,40.0,6.0,16.0,22.0,27.0,no,yes
7.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,8.0,no,yes
-36.0,10.0,456.0,816.0,1080.0,125.0,374.0,621.0,1022.0,no,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,no,yes
75.0,10.0,80.0,120.0,140.0,29.0,75.0,150.0,251.0,yes,no
0.0,20.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,no,yes
156.0,11.0,68.0,104.0,190.0,42.0,119.0,237.0,410.0,no,no
178.0,0.0,0.0,0.0,0.0,2.0,17.0,26.0,45.0,no,no
12.0,0.0,18.0,42.0,72.0,19.0,41.0,61.0,77.0,no,yes
0.0,0.0,10.0,15.0,25.0,3.0,6.0,11.0,15.0,no,yes
0.0,0.0,40.0,60.0,60.0,0.0,0.0,0.0,0.0,no,yes
17.0,0.0,6.0,12.0,18.0,1.0,6.0,12.0,12.0,no,no
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,46.0,84.0,127.0,0.0,0.0,0.0,0.0,no,yes
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no,yes
95.0,3.0,832.0,1345.0,1820.0,245.0,618.0,1181.0,1776.0,no,yes
-224.0,0.0,700.0,900.0,1200.0,245.0,589.0,883.0,1210.0,no,yes
0.0,0.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,yes,yes
0.0,0.0,156.0,204.0,255.0,0.0,0.0,0.0,0.0,no,yes
-3.0,0.0,66.0,70.0,91.0,7.0,28.0,66.0,91.0,no,yes
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,no,no
594.0,0.0,1200.0,1200.0,1200.0,0.0,0.0,3.0,3.0,no,yes
14.0,0.0,51.0,77.0,103.0,14.0,35.0,60.0,82.0,no,yes
7.0,6.0,37.0,55.0,79.0,4.0,19.0,25.0,31.0,no,yes
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,no,no
2.0,0.0,34.0,52.0,70.0,9.0,24.0,44.0,69.0,no,yes
549.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,26.0,no,no
28.0,14.0,57.0,161.0,271.0,42.0,120.0,152.0,152.0,no,yes
9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,yes,no
0.0,0.0,4.0,6.0,8.0,0.0,4.0,4.0,4.0,no,no
-1.0,0.0,25.0,33.0,41.0,9.0,9.0,29.0,36.0,no,yes
3.0,0.0,180.0,312.0,457.0,9.0,43.0,78.0,81.0,no,yes
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
7.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,11.0,no,yes
25.0,0.0,43.0,43.0,86.0,8.0,29.0,51.0,91.0,no,yes
1.0,0.0,10.0,10.0,10.0,3.0,11.0,17.0,19.0,no,yes
3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,no,no
18.0,0.0,8.0,16.0,32.0,1.0,13.0,23.0,41.0,no,no
3.0,0.0,16.0,16.0,16.0,10.0,24.0,27.0,27.0,no,yes
118.0,19.0,800.0,800.0,800.0,54.0,155.0,309.0,475.0,no,no
6.0,28.0,0.0,0.0,0.0,12.0,23.0,23.0,23.0,no,yes
3.0,0.0,20.0,40.0,60.0,6.0,20.0,29.0,32.0,no,yes
10.0,0.0,10.0,15.0,15.0,4.0,13.0,30.0,49.0,no,yes
0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,no,no
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
25.0,50.0,50.0,100.0,150.0,8.0,39.0,77.0,101.0,yes,no
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
50.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,yes,no
22.0,0.0,70.0,70.0,105.0,6.0,40.0,69.0,93.0,no,no
18.0,0.0,40.0,80.0,160.0,13.0,31.0,61.0,81.0,no,yes
1.0,0.0,28.0,56.0,56.0,5.0,14.0,31.0,47.0,no,yes
13.0,0.0,6.0,18.0,30.0,6.0,13.0,18.0,29.0,no,no
3.0,0.0,4.0,8.0,16.0,2.0,6.0,17.0,19.0,yes,yes
0.0,0.0,200.0,300.0,500.0,0.0,0.0,0.0,0.0,no,yes
4.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,no,no
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
65.0,19.0,160.0,304.0,448.0,110.0,307.0,544.0,593.0,no,yes
57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
5.0,0.0,9.0,27.0,45.0,7.0,17.0,28.0,43.0,yes,yes
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,yes,no
8.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,no,no
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
512.0,0.0,144.0,651.0,651.0,0.0,0.0,0.0,0.0,no,no
1.0,0.0,68.0,68.0,68.0,10.0,34.0,59.0,74.0,no,yes
2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no,no
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
59.0,0.0,0.0,0.0,0.0,2.0,7.0,12.0,12.0,yes,no
20.0,0.0,10.0,20.0,40.0,9.0,41.0,57.0,57.0,no,yes
22.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,no,no
20.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,no,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,no,no
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
2.0,0.0,3.0,6.0,9.0,1.0,4.0,4.0,8.0,no,yes
19.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,no,yes
0.0,0.0,30.0,30.0,30.0,0.0,1.0,1.0,1.0,no,yes
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
9.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,10.0,no,no
911.0,26.0,0.0,0.0,0.0,91.0,273.0,590.0,878.0,no,no
2.0,0.0,5.0,8.0,12.0,4.0,7.0,12.0,19.0,no,yes
0.0,0.0,20.0,23.0,23.0,0.0,0.0,0.0,0.0,no,yes
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,yes,no
3.0,0.0,55.0,74.0,107.0,7.0,40.0,63.0,100.0,no,yes
110.0,70.0,80.0,220.0,220.0,42.0,95.0,136.0,165.0,no,no
14.0,0.0,0.0,4.0,12.0,1.0,5.0,14.0,20.0,no,no
0.0,0.0,16.0,17.0,17.0,0.0,0.0,0.0,0.0,no,yes
120.0,0.0,28.0,80.0,121.0,17.0,65.0,116.0,190.0,no,no
9.0,0.0,10.0,30.0,35.0,0.0,0.0,0.0,0.0,no,yes
0.0,0.0,18.0,33.0,45.0,4.0,5.0,8.0,8.0,yes,yes
6.0,0.0,40.0,40.0,40.0,0.0,3.0,7.0,7.0,yes,no
0.0,0.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,no,yes
-1.0,0.0,5.0,9.0,11.0,2.0,5.0,8.0,15.0,no,yes
15.0,0.0,40.0,80.0,120.0,13.0,30.0,70.0,127.0,no,yes
5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,no,no
-19.0,0.0,244.0,360.0,402.0,18.0,113.0,188.0,282.0,no,yes
6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,no,yes
15.0,0.0,30.0,70.0,110.0,2.0,21.0,55.0,82.0,no,no
96.0,3.0,0.0,0.0,125.0,9.0,32.0,68.0,91.0,no,no
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
72.0,24.0,72.0,151.0,216.0,27.0,97.0,177.0,263.0,no,no
4.0,0.0,24.0,36.0,48.0,14.0,27.0,45.0,57.0,no,no
1.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,no,yes
126.0,0.0,0.0,0.0,0.0,8.0,13.0,30.0,42.0,no,no
453.0,0.0,0.0,0.0,0.0,3.0,14.0,26.0,31.0,no,no
0.0,0.0,16.0,27.0,40.0,5.0,17.0,43.0,55.0,no,yes
2.0,0.0,3.0,4.0,6.0,2.0,4.0,7.0,13.0,no,yes
0.0,0.0,11.0,11.0,11.0,0.0,0.0,1.0,1.0,no,yes
6.0,0.0,252.0,252.0,252.0,5.0,18.0,34.0,34.0,no,yes
1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,no,no
109.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,no,no
112.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,18.0,yes,no
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no,no
-15.0,0.0,122.0,151.0,180.0,31.0,97.0,223.0,271.0,no,yes
6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,no,no
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,no,no
116.0,0.0,0.0,0.0,0.0,141.0,198.0,227.0,285.0,no,yes
76.0,15.0,72.0,144.0,192.0,22.0,72.0,167.0,238.0,yes,no
60.0,14.0,87.0,172.0,240.0,29.0,92.0,168.0,265.0,no,no
5.0,0.0,30.0,30.0,30.0,6.0,12.0,19.0,27.0,yes,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
2.0,0.0,3.0,4.0,7.0,0.0,2.0,3.0,6.0,no,yes
1.0,0.0,18.0,24.0,33.0,12.0,26.0,27.0,43.0,no,yes
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
11.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,20.0,yes,no
4.0,18.0,50.0,106.0,163.0,12.0,44.0,49.0,49.0,no,no
9.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,9.0,yes,no
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,30.0,60.0,90.0,8.0,18.0,25.0,34.0,no,yes
1.0,1.0,7.0,8.0,10.0,3.0,6.0,12.0,21.0,no,yes
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,no,no
34.0,44.0,47.0,77.0,137.0,18.0,54.0,116.0,164.0,no,no
0.0,4.0,13.0,19.0,25.0,9.0,16.0,27.0,44.0,no,yes
4.0,12.0,21.0,21.0,21.0,1.0,6.0,7.0,7.0,no,no
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no,yes
5.0,0.0,1.0,5.0,8.0,3.0,4.0,4.0,4.0,no,yes
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
3.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,no,yes
0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,yes,yes
53.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,15.0,no,no
17.0,0.0,1000.0,1200.0,1200.0,7.0,10.0,10.0,17.0,yes,yes
17.0,1.0,2.0,24.0,43.0,1.0,12.0,38.0,52.0,no,no
105.0,34.0,131.0,279.0,452.0,47.0,159.0,314.0,427.0,no,no
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
1.0,0.0,21.0,21.0,21.0,0.0,4.0,12.0,20.0,no,no
5.0,0.0,20.0,40.0,60.0,4.0,16.0,36.0,56.0,no,yes
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
10.0,0.0,18.0,27.0,36.0,5.0,19.0,34.0,53.0,no,no
390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,no,yes
16.0,0.0,0.0,0.0,0.0,3.0,17.0,33.0,53.0,no,no
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
3555.0,194.0,418.0,2224.0,3772.0,407.0,1918.0,3390.0,5165.0,no,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,yes
10.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,8.0,yes,no
20.0,0.0,0.0,100.0,100.0,4.0,5.0,5.0,8.0,no,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
573.0,0.0,0.0,0.0,0.0,31.0,106.0,222.0,346.0,no,no
4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,yes,no
8.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,no,no
1.0,0.0,9.0,9.0,18.0,5.0,12.0,22.0,27.0,no,yes
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,no,no
101.0,22.0,198.0,308.0,418.0,217.0,370.0,449.0,568.0,no,yes
38.0,11.0,30.0,60.0,90.0,15.0,39.0,67.0,103.0,no,no
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
206.0,32.0,15.0,105.0,195.0,20.0,197.0,334.0,407.0,no,no
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,no,no
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
2.0,0.0,15.0,15.0,30.0,3.0,8.0,11.0,15.0,no,yes
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,5.0,7.0,10.0,3.0,4.0,7.0,8.0,no,yes
4.0,0.0,14.0,28.0,42.0,2.0,4.0,10.0,30.0,no,yes
2.0,0.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,no,yes
19.0,0.0,0.0,100.0,100.0,5.0,6.0,6.0,9.0,no,yes
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
9.0,0.0,21.0,63.0,84.0,6.0,30.0,46.0,72.0,no,yes
126.0,0.0,0.0,0.0,0.0,6.0,12.0,13.0,15.0,no,no
23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,no,no
3.0,0.0,7.0,12.0,18.0,1.0,2.0,2.0,2.0,no,yes
-3.0,7.0,0.0,0.0,0.0,5.0,21.0,45.0,73.0,no,yes
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
21.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,no,no
2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,yes,yes
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
237.0,6.0,0.0,0.0,0.0,15.0,52.0,103.0,194.0,no,no
0.0,0.0,7.0,9.0,10.0,2.0,2.0,5.0,7.0,no,yes
14.0,0.0,19.0,19.0,19.0,2.0,2.0,2.0,3.0,no,no
0.0,0.0,5.0,5.0,7.0,0.0,2.0,3.0,6.0,no,yes
42.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,no,no
95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
3.0,0.0,17.0,27.0,47.0,5.0,11.0,15.0,33.0,no,yes
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,no,yes
0.0,0.0,4334.0,7232.0,7358.0,8.0,8.0,8.0,8.0,no,yes
9.0,0.0,0.0,56.0,56.0,0.0,3.0,7.0,7.0,no,no
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
24.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,no,no
581.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,17.0,no,no
69.0,2.0,60.0,120.0,150.0,21.0,56.0,112.0,180.0,no,no
10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,no,no
8.0,6.0,6.0,12.0,18.0,1.0,7.0,12.0,19.0,no,no
858.0,0.0,0.0,0.0,0.0,4.0,11.0,18.0,22.0,no,no
1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,no,yes
1.0,15.0,4.0,16.0,25.0,4.0,9.0,26.0,35.0,no,no
6.0,0.0,173.0,173.0,173.0,0.0,2.0,3.0,5.0,no,no
4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,no,no
0.0,0.0,281.0,441.0,441.0,0.0,0.0,1.0,1.0,no,yes
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
-51.0,0.0,152.0,152.0,190.0,26.0,37.0,75.0,82.0,no,no
0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,yes,no
