customerID,tenure,Contract,PaymentMethod,MonthlyCharges,Churn
1501-SGHBW,2,Month-to-month,Mailed check,45.85,Yes
8519-QJGJD,14,Month-to-month,Electronic check,75.35,Yes
3580-REOAC,10,Month-to-month,Credit card (automatic),44.85,Yes
1564-NTYXF,13,Month-to-month,Electronic check,82.0,Yes
8149-RSOUN,1,Month-to-month,Electronic check,93.85,Yes
1794-HBQTJ,1,Month-to-month,Credit card (automatic),48.6,Yes
0011-IGKFF,13,Month-to-month,Electronic check,98.0,Yes
3006-XIMLN,2,Month-to-month,Bank transfer (automatic),94.2,Yes
1569-TTNYJ,5,Month-to-month,Electronic check,78.75,Yes
8429-XIBUM,22,Month-to-month,Bank transfer (automatic),101.35,Yes
5380-WJKOV,34,Month-to-month,Electronic check,106.35,Yes
1113-IUJYX,14,One year,Mailed check,105.95,Yes
8773-HHUOZ,17,Month-to-month,Mailed check,64.7,Yes
2344-JMOGN,9,Month-to-month,Mailed check,94.85,Yes
7851-WZEKY,2,Month-to-month,Electronic check,95.15,Yes
4325-NFSKC,19,Month-to-month,Electronic check,90.6,Yes
3194-ORPIK,50,Month-to-month,Bank transfer (automatic),84.4,Yes
5998-VVEJY,26,Month-to-month,Electronic check,80.5,Yes
9408-SSNVZ,4,Month-to-month,Electronic check,70.15,Yes
4554-YGZIH,49,Month-to-month,Credit card (automatic),90.05,Yes
4077-CROMM,31,Month-to-month,Electronic check,104.2,Yes
7206-GZCDC,1,Month-to-month,Electronic check,69.25,Yes
0151-ONTOV,1,Month-to-month,Mailed check,70.9,Yes
6305-YLBMM,69,One year,Bank transfer (automatic),104.05,Yes
1157-BQCUW,1,Month-to-month,Electronic check,74.95,Yes
6651-AZVTJ,49,Month-to-month,Electronic check,99.8,Yes
8919-FYFQZ,44,Month-to-month,Electronic check,30.35,Yes
3746-EUBYR,1,Month-to-month,Bank transfer (automatic),74.6,Yes
7666-WKRON,39,Two year,Electronic check,80.45,Yes
5493-SDRDQ,2,Month-to-month,Mailed check,55.1,Yes
8058-INTPH,1,Month-to-month,Electronic check,79.65,Yes
0691-JVSYA,53,One year,Bank transfer (automatic),94.85,Yes
4361-BKAXE,41,Month-to-month,Bank transfer (automatic),114.5,Yes
8625-AZYZY,24,Month-to-month,Electronic check,104.65,Yes
4285-GYRQC,7,Month-to-month,Electronic check,86.25,Yes
2957-LOLHO,12,Month-to-month,Bank transfer (automatic),45.4,Yes
0939-YAPAF,35,Month-to-month,Electronic check,100.25,Yes
5240-IJOQT,1,Month-to-month,Electronic check,74.7,Yes
5485-WUYWF,2,Month-to-month,Bank transfer (automatic),66.4,Yes
9090-SGQXL,68,Month-to-month,Electronic check,105.3,Yes
0023-XUOPT,13,Month-to-month,Electronic check,94.1,Yes
2990-HWIML,6,Month-to-month,Electronic check,89.5,Yes
4154-AQUGT,13,Month-to-month,Bank transfer (automatic),89.05,Yes
4806-HIPDW,1,Month-to-month,Electronic check,68.95,Yes
0680-DFNNY,15,Month-to-month,Electronic check,101.1,Yes
0461-CVKMU,23,Month-to-month,Electronic check,83.8,Yes
8861-HGGKB,10,Month-to-month,Electronic check,86.45,Yes
8348-HFYIV,2,Month-to-month,Electronic check,49.25,Yes
9894-EZEWG,1,Month-to-month,Credit card (automatic),74.3,Yes
0637-YLETY,16,Month-to-month,Credit card (automatic),95.6,Yes
1596-BBVTG,35,Month-to-month,Credit card (automatic),75.35,Yes
6834-NXDCA,13,Month-to-month,Electronic check,23.9,Yes
5219-YIPTK,33,Month-to-month,Electronic check,104.4,Yes
9103-TCIHJ,15,Month-to-month,Mailed check,55.7,Yes
7181-BQYBV,1,Month-to-month,Electronic check,102.45,Yes
0107-WESLM,1,Month-to-month,Electronic check,19.85,Yes
8042-JVNFH,1,Month-to-month,Mailed check,71.35,Yes
8884-ADFVN,7,Month-to-month,Electronic check,101.95,Yes
3757-NJYBX,32,Month-to-month,Bank transfer (automatic),106.35,Yes
4140-WJAWW,5,Month-to-month,Credit card (automatic),19.85,Yes
9019-QVLZD,1,Month-to-month,Electronic check,79.55,Yes
3703-VAVCL,2,Month-to-month,Credit card (automatic),90.0,Yes
9526-JAWYF,26,Month-to-month,Electronic check,89.8,Yes
4817-QRJSX,10,Month-to-month,Credit card (automatic),81.0,Yes
8837-VVWLQ,8,Month-to-month,Electronic check,84.95,Yes
4086-YQSNZ,3,Month-to-month,Electronic check,80.4,Yes
1000-AJSLD,1,Month-to-month,Mailed check,20.1,Yes
5797-APWZC,1,Month-to-month,Electronic check,90.6,Yes
0337-CNPZE,41,Month-to-month,Electronic check,106.3,Yes
7841-TZDMQ,2,Month-to-month,Credit card (automatic),46.0,Yes
3254-YRILK,19,Month-to-month,Electronic check,88.2,Yes
2718-GAXQD,4,Month-to-month,Electronic check,46.0,Yes
4009-ALQFH,25,Month-to-month,Electronic check,99.5,Yes
1324-NLTJE,15,Month-to-month,Credit card (automatic),55.0,Yes
5236-PERKL,57,Two year,Bank transfer (automatic),112.95,Yes
8263-JQAIK,2,Month-to-month,Mailed check,24.45,Yes
2865-TCHJW,4,Month-to-month,Electronic check,89.2,Yes
8922-LIEGH,25,Month-to-month,Electronic check,89.7,Yes
1820-TQVEV,1,Month-to-month,Electronic check,69.55,Yes
5539-TMZLF,1,Month-to-month,Electronic check,69.75,Yes
8364-TRMMK,3,Month-to-month,Mailed check,50.65,Yes
9191-MYQKX,7,Month-to-month,Bank transfer (automatic),75.15,Yes
5955-ERIHD,18,Month-to-month,Electronic check,94.7,Yes
8949-JTMAY,29,Month-to-month,Credit card (automatic),98.6,Yes
7526-BEZQB,12,Month-to-month,Electronic check,96.05,Yes
3834-XUIFC,7,Month-to-month,Mailed check,85.2,Yes
6986-IJDHX,39,Month-to-month,Mailed check,86.3,Yes
8559-CIZFV,21,One year,Mailed check,77.5,Yes
9565-JSNFM,38,One year,Bank transfer (automatic),70.45,Yes
3946-MHCZW,1,Month-to-month,Mailed check,50.9,Yes
5494-HECPR,1,Month-to-month,Electronic check,80.25,Yes
6502-HCJTI,7,Month-to-month,Credit card (automatic),94.7,Yes
4636-QRJKY,6,Month-to-month,Electronic check,80.5,Yes
5909-ECHUI,1,Month-to-month,Electronic check,56.25,Yes
4432-ADRLB,2,Month-to-month,Mailed check,44.65,Yes
9048-JVYVF,3,Month-to-month,Electronic check,69.35,Yes
4385-GZQXV,16,Month-to-month,Electronic check,94.45,Yes
7254-IQWOZ,1,Month-to-month,Electronic check,69.65,Yes
8943-URTMR,2,Month-to-month,Mailed check,79.65,Yes
0880-TKATG,4,Month-to-month,Electronic check,101.15,Yes
8722-NGNBH,5,Month-to-month,Mailed check,40.0,Yes
5054-IEXZT,1,Month-to-month,Electronic check,75.35,Yes
3999-QGRJH,8,Month-to-month,Electronic check,69.7,Yes
2612-RANWT,12,Month-to-month,Bank transfer (automatic),100.15,Yes
8878-HMWBV,3,Month-to-month,Electronic check,49.15,Yes
6331-LWDTQ,10,Month-to-month,Credit card (automatic),72.15,Yes
0235-KGSLC,1,Month-to-month,Credit card (automatic),85.55,Yes
0786-VSSUD,16,Month-to-month,Mailed check,39.0,Yes
4510-PYUSH,38,Month-to-month,Credit card (automatic),57.15,Yes
6402-ZFPPI,25,Month-to-month,Mailed check,102.8,Yes
0887-HJGAR,1,Month-to-month,Mailed check,45.7,Yes
4587-NUKOX,3,Month-to-month,Electronic check,79.1,Yes
4959-JOSRX,2,Month-to-month,Credit card (automatic),44.6,Yes
0334-GDDSO,3,Month-to-month,Electronic check,81.35,Yes
2777-PHDEI,1,Month-to-month,Electronic check,78.05,Yes
4433-JCGCG,46,Month-to-month,Electronic check,101.0,Yes
3132-TVFDZ,57,Month-to-month,Electronic check,44.85,Yes
9637-EIHEQ,1,Month-to-month,Electronic check,50.8,Yes
2884-GBPFB,35,Month-to-month,Electronic check,70.3,Yes
2460-FPSYH,40,Month-to-month,Electronic check,55.8,Yes
1518-VOWAV,9,Month-to-month,Electronic check,74.65,Yes
6892-XPFPU,24,Month-to-month,Electronic check,104.25,Yes
4631-OACRM,15,Month-to-month,Electronic check,79.4,Yes
4464-JCOLN,2,One year,Mailed check,19.85,Yes
3165-HDOEW,1,Month-to-month,Mailed check,45.85,Yes
0375-HVGXO,1,Month-to-month,Electronic check,34.7,Yes
5089-IFSDP,58,Two year,Bank transfer (automatic),109.45,Yes
3858-VOBET,23,Month-to-month,Electronic check,74.95,Yes
8063-GBATB,27,Month-to-month,Electronic check,85.25,Yes
7493-TPUWZ,1,Month-to-month,Electronic check,79.15,Yes
0348-SDKOL,58,Month-to-month,Credit card (automatic),102.1,Yes
8775-LHDJH,1,Month-to-month,Electronic check,90.6,Yes
0871-URUWO,13,Month-to-month,Credit card (automatic),102.25,Yes
1024-VRZHF,11,Month-to-month,Electronic check,74.95,Yes
6633-MPWBS,5,Month-to-month,Electronic check,49.2,Yes
6543-CPZMK,9,Month-to-month,Electronic check,29.95,Yes
9578-VRMNM,16,Month-to-month,Credit card (automatic),65.2,Yes
7568-PODML,1,Month-to-month,Mailed check,45.3,Yes
0940-OUQEC,10,Month-to-month,Bank transfer (automatic),80.7,Yes
5899-MQZZL,13,Month-to-month,Mailed check,75.0,Yes
3540-RZJYU,15,Month-to-month,Electronic check,86.2,Yes
2026-TGDHM,7,Month-to-month,Electronic check,79.3,Yes
2956-GGUCQ,24,Month-to-month,Electronic check,78.85,Yes
0565-IYCGT,69,One year,Credit card (automatic),78.6,Yes
7547-EKNFS,42,Month-to-month,Bank transfer (automatic),95.25,Yes
7969-AULMZ,21,Month-to-month,Electronic check,97.35,Yes
5167-ZFFMM,1,Month-to-month,Credit card (automatic),90.85,Yes
2860-RANUS,20,Month-to-month,Credit card (automatic),85.8,Yes
7314-OXENN,2,Month-to-month,Electronic check,82.0,Yes
6270-OMFIW,60,One year,Electronic check,94.4,Yes
1678-FYZOW,3,Month-to-month,Electronic check,79.4,Yes
1699-HPSBG,12,One year,Electronic check,59.8,Yes
6101-IMRMM,6,Month-to-month,Mailed check,94.5,Yes
5688-KZTSN,15,Month-to-month,Electronic check,20.0,Yes
2839-RFSQE,2,Month-to-month,Mailed check,20.65,Yes
0322-YINQP,1,Month-to-month,Mailed check,48.55,Yes
3799-ISUZQ,7,Month-to-month,Bank transfer (automatic),69.95,Yes
0727-IWKVK,9,Month-to-month,Electronic check,79.9,Yes
3744-ZRRDZ,21,Month-to-month,Electronic check,82.35,Yes
6982-SSHFK,1,Month-to-month,Mailed check,44.4,Yes
2930-UOTMB,31,Month-to-month,Credit card (automatic),65.25,Yes
0883-EIBTI,2,Month-to-month,Mailed check,19.5,Yes
0322-CHQRU,2,Month-to-month,Electronic check,45.35,Yes
9651-GTSAQ,53,One year,Bank transfer (automatic),106.1,Yes
1264-BYWMS,55,Month-to-month,Electronic check,96.8,Yes
9057-SIHCH,3,Month-to-month,Electronic check,96.6,Yes
1809-DMJHQ,5,Month-to-month,Mailed check,46.0,Yes
5956-VKDTT,5,Month-to-month,Electronic check,74.35,Yes
7067-KSAZT,65,One year,Electronic check,106.25,Yes
6598-RFFVI,2,One year,Credit card (automatic),19.3,Yes
6646-VRFOL,53,Month-to-month,Electronic check,103.85,Yes
5204-QZXPU,19,Month-to-month,Electronic check,39.65,Yes
0947-IDHRQ,7,Month-to-month,Mailed check,80.3,Yes
4282-YMKNA,9,Month-to-month,Electronic check,74.75,Yes
1114-CENIM,54,Month-to-month,Credit card (automatic),55.0,Yes
3325-FUYCG,28,One year,Electronic check,106.1,Yes
6034-ZRYCV,72,Two year,Electronic check,54.2,Yes
1670-SVOWZ,14,Month-to-month,Credit card (automatic),89.65,Yes
6313-GIDIT,53,Month-to-month,Electronic check,54.45,Yes
9986-BONCE,4,Month-to-month,Bank transfer (automatic),20.95,Yes
5373-SFODM,36,Month-to-month,Credit card (automatic),85.25,Yes
0781-LKXBR,9,Month-to-month,Electronic check,100.5,Yes
9206-GVPEQ,13,Month-to-month,Electronic check,54.45,Yes
7250-EQKIY,1,Month-to-month,Mailed check,50.45,Yes
6496-SLWHQ,3,Month-to-month,Electronic check,105.0,Yes
1624-NALOJ,5,Month-to-month,Electronic check,89.8,Yes
2684-EIWEO,30,Month-to-month,Credit card (automatic),91.7,Yes
6015-VVHHE,5,Month-to-month,Credit card (automatic),83.15,Yes
2737-WFVYW,2,Month-to-month,Electronic check,45.25,Yes
3329-WDIOK,3,Month-to-month,Electronic check,50.6,Yes
7663-RGWBC,1,Month-to-month,Mailed check,44.15,Yes
8510-AWCXC,13,Month-to-month,Electronic check,100.8,Yes
3859-CVCET,4,Month-to-month,Mailed check,45.65,Yes
6595-COKXZ,1,Month-to-month,Mailed check,44.45,Yes
4289-DTDKW,40,Month-to-month,Electronic check,101.3,Yes
7495-OOKFY,8,Month-to-month,Credit card (automatic),80.65,Yes
1853-UDXBW,1,Month-to-month,Electronic check,70.0,Yes
7639-SUPCW,22,Month-to-month,Credit card (automatic),48.8,Yes
1977-STDKI,1,Month-to-month,Electronic check,73.0,Yes
2608-BHKFN,4,Month-to-month,Credit card (automatic),70.05,Yes
1704-NRWYE,9,Month-to-month,Electronic check,80.85,Yes
0754-UKWQP,2,Month-to-month,Electronic check,95.85,Yes
9420-LOJKX,15,Month-to-month,Credit card (automatic),99.1,Yes
3400-ESFUW,55,Two year,Bank transfer (automatic),57.55,Yes
0970-ETWGE,1,Month-to-month,Electronic check,89.55,Yes
4547-LYTDD,16,Month-to-month,Electronic check,72.65,Yes
6532-YLWSI,53,One year,Bank transfer (automatic),20.8,Yes
8292-TYSPY,19,Month-to-month,Credit card (automatic),55.0,Yes
1075-BGWOH,16,Month-to-month,Electronic check,98.75,Yes
6173-ITPWD,47,Month-to-month,Bank transfer (automatic),83.35,Yes
0447-BEMNG,48,Month-to-month,Bank transfer (automatic),45.3,Yes
2774-LVQUS,15,Month-to-month,Electronic check,83.05,Yes
7209-JCUDS,10,Month-to-month,Electronic check,94.9,Yes
4822-RVYBB,8,Month-to-month,Electronic check,100.6,Yes
9025-ZRPVR,9,Month-to-month,Mailed check,18.95,Yes
1323-OOEPC,53,Month-to-month,Credit card (automatic),98.4,Yes
7248-VZQLC,47,Month-to-month,Bank transfer (automatic),85.2,Yes
1342-JPNKI,10,Month-to-month,Bank transfer (automatic),86.05,Yes
2810-FTLEM,16,Month-to-month,Electronic check,50.15,Yes
4255-DDUOU,1,Month-to-month,Mailed check,20.5,Yes
0628-CNQRM,22,One year,Bank transfer (automatic),67.5,Yes
5301-GAUUY,32,Month-to-month,Bank transfer (automatic),80.35,Yes
3791-LGQCY,56,Month-to-month,Bank transfer (automatic),100.65,Yes
5766-XQXMQ,29,Month-to-month,Bank transfer (automatic),68.85,Yes
6386-SZZKH,49,Two year,Bank transfer (automatic),107.95,Yes
7931-PXHFC,38,One year,Mailed check,62.3,Yes
6365-MTGZX,24,Month-to-month,Electronic check,96.0,Yes
2472-OVKUP,6,Month-to-month,Electronic check,91.0,Yes
7295-JOMMD,4,Month-to-month,Bank transfer (automatic),98.1,Yes
6372-RFVNS,1,Month-to-month,Electronic check,78.8,Yes
0927-LCSMG,7,Month-to-month,Mailed check,74.65,Yes
0877-SDMBN,54,One year,Bank transfer (automatic),103.95,Yes
0406-BPDVR,54,One year,Credit card (automatic),101.5,Yes
0697-ZMSWS,4,Month-to-month,Electronic check,85.65,Yes
0330-IVZHA,5,Month-to-month,Electronic check,69.95,Yes
2911-UREFD,39,Month-to-month,Electronic check,55.9,Yes
1875-QIVME,2,Month-to-month,Electronic check,104.4,Yes
0256-LTHVJ,28,Month-to-month,Electronic check,81.05,Yes
2082-OJVTK,29,Month-to-month,Electronic check,89.2,Yes
4211-MMAZN,1,Month-to-month,Mailed check,20.25,Yes
7317-GGVPB,71,Two year,Credit card (automatic),108.6,Yes
6839-ITVZJ,26,Month-to-month,Electronic check,60.05,Yes
6680-NENYN,43,Two year,Electronic check,104.6,Yes
9821-POOTN,35,Month-to-month,Electronic check,75.2,Yes
8111-SLLHI,39,Month-to-month,Electronic check,105.65,Yes
7665-TOALD,1,Month-to-month,Electronic check,69.6,Yes
2207-NHRJK,1,Month-to-month,Electronic check,50.8,Yes
0117-LFRMW,37,Month-to-month,Bank transfer (automatic),40.2,Yes
4918-QLLIW,3,Month-to-month,Credit card (automatic),53.4,Yes
8357-EQXFO,7,Month-to-month,Electronic check,95.35,Yes
1732-VHUBQ,47,Month-to-month,Bank transfer (automatic),70.55,Yes
5380-AFSSK,5,Month-to-month,Mailed check,93.9,Yes
6777-TGHTM,53,One year,Credit card (automatic),106.95,Yes
4612-THJBS,56,One year,Bank transfer (automatic),104.75,Yes
6907-NZZIJ,36,Month-to-month,Electronic check,99.15,Yes
9317-WZPGV,2,Month-to-month,Bank transfer (automatic),79.75,Yes
9732-KPKBW,1,Month-to-month,Electronic check,53.95,Yes
6641-XRPSU,34,Month-to-month,Credit card (automatic),70.0,Yes
9776-CLUJA,51,Month-to-month,Electronic check,77.5,Yes
3376-BMGFE,4,Month-to-month,Bank transfer (automatic),70.9,Yes
2004-OCQXK,1,Month-to-month,Electronic check,81.95,Yes
4581-SSPWD,3,Month-to-month,Electronic check,75.8,Yes
5445-PZWGX,62,One year,Electronic check,102.0,Yes
4208-UFFGW,2,Month-to-month,Mailed check,44.95,Yes
0122-OAHPZ,7,Month-to-month,Electronic check,73.85,Yes
2037-SGXHH,38,Month-to-month,Electronic check,94.65,Yes
3066-RRJIO,1,Month-to-month,Mailed check,69.95,Yes
4713-LZDRV,2,Month-to-month,Electronic check,79.6,Yes
6996-KNSML,1,Month-to-month,Electronic check,74.9,Yes
9647-ERGBE,30,Month-to-month,Electronic check,100.05,Yes
6899-PPEEA,37,Month-to-month,Electronic check,96.55,Yes
4139-SUGLD,31,Month-to-month,Bank transfer (automatic),35.4,Yes
0596-BQCEQ,62,Month-to-month,Electronic check,100.15,Yes
7242-QZLXF,1,Month-to-month,Electronic check,25.3,Yes
1084-UQCHV,1,Month-to-month,Bank transfer (automatic),69.75,Yes
0325-XBFAC,8,Month-to-month,Electronic check,94.7,Yes
4501-EQDRN,1,Month-to-month,Bank transfer (automatic),69.7,Yes
0201-OAMXR,70,One year,Credit card (automatic),115.55,Yes
5028-GZLDO,2,Month-to-month,Credit card (automatic),70.7,Yes
2180-DXNEG,12,Month-to-month,Electronic check,96.0,Yes
5747-PMBSQ,10,Month-to-month,Mailed check,92.5,Yes
7657-DYEPJ,38,One year,Credit card (automatic),70.15,Yes
7779-LGOVN,10,Month-to-month,Electronic check,86.65,Yes
2659-VXMWZ,67,One year,Electronic check,111.3,Yes
1618-CFHME,2,Month-to-month,Electronic check,75.9,Yes
5378-IKEEG,1,Month-to-month,Electronic check,35.75,Yes
5609-CEBID,20,Month-to-month,Electronic check,94.1,Yes
6877-TJMBR,1,Month-to-month,Electronic check,84.8,Yes
3538-WZPHD,3,Month-to-month,Electronic check,29.6,Yes
5095-AESKG,3,Month-to-month,Credit card (automatic),91.5,Yes
0378-XSZPU,58,One year,Credit card (automatic),60.3,Yes
1374-DMZUI,4,Month-to-month,Electronic check,94.3,Yes
7083-YNSKY,15,Month-to-month,Credit card (automatic),25.4,Yes
6877-LGWXO,18,Month-to-month,Electronic check,78.55,Yes
5959-BELXA,32,Month-to-month,Credit card (automatic),96.15,Yes
0137-UDEUO,3,Month-to-month,Mailed check,19.85,Yes
1565-RHDJD,4,Month-to-month,Bank transfer (automatic),84.05,Yes
1725-IQNIY,54,Two year,Bank transfer (automatic),109.75,Yes
4248-QPAVC,17,Month-to-month,Bank transfer (automatic),85.35,Yes
1304-NECVQ,2,Month-to-month,Electronic check,78.55,Yes
8225-BTJAU,10,Month-to-month,Electronic check,79.25,Yes
8999-BOHSE,11,Month-to-month,Bank transfer (automatic),89.7,Yes
5883-GTGVD,19,Month-to-month,Electronic check,99.95,Yes
7760-OYPDY,2,Month-to-month,Electronic check,80.65,Yes
7853-GVUDZ,1,Month-to-month,Credit card (automatic),20.15,Yes
7802-EFKNY,5,Month-to-month,Electronic check,24.95,Yes
2856-NNASM,43,Month-to-month,Mailed check,89.55,Yes
0836-SEYLU,9,Month-to-month,Mailed check,40.65,Yes
7156-MHUGY,13,Month-to-month,Electronic check,90.5,Yes
2533-QVMSK,61,Two year,Electronic check,94.1,Yes
8637-XJIVR,12,Month-to-month,Electronic check,78.95,Yes
6682-QJDGB,40,Month-to-month,Mailed check,55.25,Yes
7580-UGXNC,2,Month-to-month,Mailed check,54.85,Yes
2100-BDNSN,5,Month-to-month,Bank transfer (automatic),67.95,Yes
8740-XLHDR,5,Month-to-month,Mailed check,43.25,Yes
5178-LMXOP,1,Month-to-month,Electronic check,95.1,Yes
4576-CSAJH,22,One year,Credit card (automatic),55.15,Yes
0388-EOPEX,2,Month-to-month,Electronic check,74.4,Yes
8601-QACRS,5,Month-to-month,Mailed check,50.6,Yes
9378-FXTIZ,54,One year,Credit card (automatic),70.15,Yes
5357-TZHPP,9,Month-to-month,Credit card (automatic),84.4,Yes
8631-NBHFZ,66,Two year,Credit card (automatic),79.4,Yes
0471-LVHGK,41,One year,Electronic check,73.0,Yes
6128-CZOMY,1,Month-to-month,Electronic check,45.65,Yes
1142-WACZW,2,Month-to-month,Bank transfer (automatic),29.85,Yes
8835-VSDSE,2,Month-to-month,Electronic check,70.7,Yes
8397-MVTAZ,34,Month-to-month,Electronic check,100.05,Yes
8621-MNIHH,34,Month-to-month,Electronic check,94.25,Yes
3244-DCJWY,1,Month-to-month,Electronic check,70.25,Yes
4390-KYULV,3,Month-to-month,Credit card (automatic),20.55,Yes
9518-RWHZL,64,One year,Credit card (automatic),100.05,Yes
7562-GSUHK,16,Month-to-month,Credit card (automatic),93.2,Yes
3669-OYSJI,1,Month-to-month,Credit card (automatic),46.2,Yes
0709-TVGUR,9,Month-to-month,Electronic check,74.55,Yes
2984-MIIZL,4,Month-to-month,Bank transfer (automatic),74.8,Yes
4667-OHGKG,1,Month-to-month,Mailed check,19.3,Yes
6413-XKKPU,17,Month-to-month,Electronic check,89.4,Yes
5889-JTMUL,50,Month-to-month,Electronic check,95.05,Yes
3045-XETSH,10,Month-to-month,Electronic check,94.85,Yes
4816-JBHOV,2,Month-to-month,Electronic check,44.7,Yes
3005-NFMTA,55,Month-to-month,Electronic check,98.8,Yes
0979-PHULV,69,Month-to-month,Credit card (automatic),99.45,Yes
3668-QPYBK,2,Month-to-month,Mailed check,53.85,Yes
6158-DWPZT,9,One year,Bank transfer (automatic),24.1,Yes
0324-BRPCJ,68,Month-to-month,Electronic check,100.2,Yes
9248-OJYKK,1,Month-to-month,Electronic check,76.45,Yes
9820-RMCQV,11,Month-to-month,Credit card (automatic),48.55,Yes
6326-MTTXK,8,Month-to-month,Electronic check,100.85,Yes
7130-VTEWQ,8,Month-to-month,Electronic check,75.75,Yes
5908-QMGOE,15,Month-to-month,Credit card (automatic),74.2,Yes
3269-ATYWD,39,Month-to-month,Bank transfer (automatic),95.65,Yes
2868-MZAGQ,1,Month-to-month,Electronic check,79.25,Yes
5567-WSELE,3,Month-to-month,Electronic check,94.6,Yes
0488-GSLFR,1,Month-to-month,Electronic check,69.5,Yes
3934-HXCFZ,23,Month-to-month,Electronic check,99.25,Yes
4905-JEFDW,11,One year,Electronic check,41.6,Yes
4763-PGDPO,4,Month-to-month,Electronic check,70.4,Yes
4971-PUYQO,27,Month-to-month,Mailed check,94.55,Yes
1934-SJVJK,1,Month-to-month,Mailed check,20.15,Yes
0475-RIJEP,43,Month-to-month,Electronic check,77.85,Yes
1965-AKTSX,14,Month-to-month,Electronic check,78.95,Yes
8642-GVWRF,2,Month-to-month,Bank transfer (automatic),79.7,Yes
6366-ZGQGL,1,Month-to-month,Bank transfer (automatic),24.8,Yes
1066-JKSGK,1,Month-to-month,Mailed check,20.15,Yes
2189-WWOEW,15,Month-to-month,Bank transfer (automatic),85.9,Yes
7780-OTDSO,18,Month-to-month,Electronic check,99.4,Yes
5569-OUICF,28,Month-to-month,Credit card (automatic),101.3,Yes
4083-EUGRJ,9,Month-to-month,Mailed check,20.25,Yes
2528-HFYZX,17,Month-to-month,Electronic check,76.45,Yes
6017-PPLPX,20,Month-to-month,Electronic check,70.45,Yes
2154-KVJFF,15,Month-to-month,Electronic check,79.75,Yes
9850-OWRHQ,3,Month-to-month,Credit card (automatic),74.1,Yes
6166-ILMNY,2,Month-to-month,Bank transfer (automatic),69.75,Yes
8816-VXNZD,1,Month-to-month,Electronic check,75.1,Yes
6849-WLEYG,1,Month-to-month,Mailed check,19.75,Yes
9223-UCPVT,1,Month-to-month,Electronic check,94.4,Yes
1481-ZUWZA,28,Month-to-month,Credit card (automatic),94.5,Yes
4855-SNKMY,1,Month-to-month,Electronic check,44.1,Yes
7379-POKDZ,3,Month-to-month,Electronic check,70.3,Yes
2034-CGRHZ,24,Month-to-month,Credit card (automatic),102.95,Yes
8785-EPNCG,11,Month-to-month,Credit card (automatic),23.15,Yes
7776-QWNFX,30,Month-to-month,Bank transfer (automatic),50.4,Yes
9944-HKVVB,3,Month-to-month,Electronic check,95.1,Yes
0362-ZBZWJ,36,Month-to-month,Electronic check,84.9,Yes
8098-LLAZX,4,Month-to-month,Electronic check,95.45,Yes
6990-YNRIO,65,Two year,Bank transfer (automatic),108.65,Yes
2951-QOQTK,4,Month-to-month,Credit card (automatic),80.8,Yes
2074-GKOWZ,2,Month-to-month,Bank transfer (automatic),89.55,Yes
9300-AGZNL,1,Month-to-month,Electronic check,94.0,Yes
7593-JNWRU,6,Month-to-month,Bank transfer (automatic),44.6,Yes
4102-OQUPX,1,Month-to-month,Electronic check,74.4,Yes
8580-QVLOC,72,Two year,Credit card (automatic),92.45,Yes
1449-XQEMT,3,Month-to-month,Mailed check,19.8,Yes
0637-UBJRP,13,Month-to-month,Electronic check,84.05,Yes
9490-DFPMD,42,Month-to-month,Electronic check,84.65,Yes
7548-SEPYI,5,Month-to-month,Electronic check,96.25,Yes
5482-NUPNA,4,Month-to-month,Mailed check,60.4,Yes
0295-PPHDO,1,Month-to-month,Electronic check,95.45,Yes
7594-RQHXR,1,Month-to-month,Electronic check,79.6,Yes
3523-QRQLL,22,One year,Bank transfer (automatic),69.5,Yes
5318-IXUZF,2,Month-to-month,Bank transfer (automatic),87.15,Yes
9101-BWFSS,50,One year,Electronic check,108.55,Yes
0807-ZABDG,3,Month-to-month,Mailed check,55.1,Yes
8761-NSOBC,44,Month-to-month,Electronic check,100.55,Yes
2187-LZGPL,7,Month-to-month,Credit card (automatic),40.1,Yes
3519-ZKXGG,3,Month-to-month,Electronic check,75.85,Yes
8017-LXHFA,23,Month-to-month,Electronic check,94.75,Yes
4369-HTUIF,6,Month-to-month,Bank transfer (automatic),85.15,Yes
6457-GIRWB,1,Month-to-month,Electronic check,69.35,Yes
1236-WFCDV,14,Month-to-month,Credit card (automatic),90.45,Yes
5577-OTWWW,15,Month-to-month,Bank transfer (automatic),19.75,Yes
3727-RJMEO,6,Month-to-month,Electronic check,82.85,Yes
4106-HADHQ,39,One year,Credit card (automatic),80.0,Yes
8749-JMNKX,51,Month-to-month,Bank transfer (automatic),93.8,Yes
5510-BOIUJ,1,Month-to-month,Mailed check,19.25,Yes
1502-XFCVR,58,One year,Electronic check,106.45,Yes
6959-UWKHF,1,Month-to-month,Electronic check,42.9,Yes
3707-LRWZD,32,One year,Electronic check,84.05,Yes
4523-WXCEF,59,Month-to-month,Electronic check,101.1,Yes
3317-HRTNN,5,Month-to-month,Electronic check,45.7,Yes
1143-NMNQJ,2,Month-to-month,Electronic check,85.7,Yes
3186-BAXNB,1,Month-to-month,Electronic check,91.7,Yes
3506-LCJDC,1,Month-to-month,Bank transfer (automatic),19.95,Yes
2657-ALMWY,26,Month-to-month,Electronic check,84.95,Yes
8062-YBDOE,1,Month-to-month,Electronic check,69.65,Yes
